IUPAC,epochs100_lr1.0_soft,epochs25_lr1.0_soft,epochs50_lr1.0_soft,epochs5_lr1.0_soft,epochs200_lr1.0_soft
Gal(a1-Sp8,ll,ll,ll,ll,ll
Glc(a1-Sp8,ll,ll,ll,ll,ll
Man(a1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-Sp15,ll,ll,ll,ll,ll
Fuc(a1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-Sp9,ll,ll,ll,ll,ll
Neu5Ac(a1-Sp8,ll,ll,ll,ll,ll
Neu5Ac(a1-Sp11,ll,ll,ll,ll,ll
Neu5Ac(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-Sp8,ll,ll,ll,ll,ll
Glc(b1-Sp8,ll,ll,ll,ll,ll
Man(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(b1-Sp14,ll,ll,ll,ll,ll
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-3)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-3)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(3S)Gal(b1-Sp8,ll,ll,ll,ll,ll
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(4S)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(6P)Man(a1-Sp8,ll,ll,ll,ll,ll
(6S)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
(6S)Gal(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
(6S)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,ll,ll,ll,ll,ll
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
(6S)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
"Neu5,9Ac2(a1-Sp8",ll,ll,ll,ll,ll
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",ll,ll,ll,ll,ll
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,ll,ll,ll,ll,ll
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,ll,ll,ll,ll,ll
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,mm,mm,mm,ml,mm
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,mm,mm,mm,ml,mm
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-3)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(b1-3)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,lm,lm,lm,ll,lm
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,mm,ml,mm,ml,mm
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,ml,ml,ml,ml,ml
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,ll,ll,ll,ll,ll
GalNAc(a1-3)GalNAc(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-3)Gal(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,ll,lm,ll,ll,ll
GalNAc(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-2)Gal(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,mm,mm,mm,ml,mm
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,ml,ml,ml,ml,mm
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,mm,mm,mm,ml,mm
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,ll,ll,ll,ll,ll
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)GalNAc(a1-Sp16,ll,ll,ll,ll,ll
Gal(a1-3)GalNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(a1-3)Gal(b1-4)Glc(b1-Sp10,ll,ll,ll,ll,ll
Gal(a1-3)Gal(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,lm,lm,lm,lm,lm
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(a1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(a1-6)Glc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-2)Gal(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0 ,ll,ll,ll,ll,ll
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8 ,ll,ll,ll,ll,ll
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-6)GalNAc(b1-Sp14,ll,ll,ll,ll,ll
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8 ,ll,ll,ll,ll,ll
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,ll,ll,ll,ll,ll
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,ll,ll,ll,ll,ll
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(a1-Sp14,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(a1-Sp16,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-3)Gal(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,lm,ll,lm,ll,lm
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,ll,ll,ll,ll,ll
Gal(b1-3)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-3)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)(6S)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)(6S)Glc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,ml,mm,ml,ml,ml
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,lm,lm,lm,lm,lm
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-3)GalNAc(b1-Sp14,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,mm,mm,mm,ml,mm
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,ml,ml,ml,ml,ml
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(b1-Sp14,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Gal(b1-4)GlcNAc(b1-Sp23,ll,ll,ll,ll,ll
Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Gal(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,ll,ll,ll,ll,ll
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-3)GalNAc(a1-Sp14,ll,ll,ll,ll,ll
GlcNAc(b1-3)Gal(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,mm,ml,mm,ml,ml
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
GlcNAc(b1-MDPLys,ll,ll,ll,ll,ll
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,lm,ll,ll,ll,lm
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-6)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
GlcNAc(b1-6)GalNAc(a1-Sp14,ll,ll,ll,ll,ll
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Glc(a1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
Glc(a1-4)Glc(a1-Sp8,ll,ll,ll,ll,ll
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,ll,ll,ll,ll,ll
Glc(b1-4)Glc(b1-Sp8,ll,ll,ll,ll,ll
Glc(b1-6)Glc(b1-Sp8,ll,ll,ll,ll,ll
GlcA(a1-Sp8,ll,ll,ll,ll,ll
GlcA(b1-Sp8,ll,ll,ll,ll,ll
GlcA(b1-3)Gal(b1-Sp8,ll,ll,ll,ll,ll
GlcA(b1-6)Gal(b1-Sp8,ll,ll,ll,ll,ll
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,ll,ll,ll,ll,ll
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,ll,ll,ll,ll,ll
Man(a1-2)Man(a1-3)Man(a1-Sp9,ll,ll,ll,ll,ll
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,ll,ll,ll,ll,ll
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,ll,ll,ll,ll,ll
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,ll,ll,ll,ll,ll
Man(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,ll,ll,ll,ll,ll
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,ll,ll,ll,ll,ll
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,ll,ll,ll,ll,ll
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,ll,ll,ll,ll,ll
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,ll,ll,ll,ll,ll
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,ll,ll,ll,ll,ll
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,ll,ll,ll,ll,ll
